"","system:index","ARVI","B11","B12","B2","B3","B4","B5","B6","B7","B8","B8A","BAI","BSI","Chlogreen","Class","EVI","EVI2","EVI2_2","GI","LAnthoC","LCaroC","LChloC","MNDSI","MSI","NBR","NDBI","NDMI","NDTI","NDVI","NDVIre","NDWI2","NDrededgeSWIR","NHI","Norm-G","Norm-NIR","Norm-R","RTVIScore","ReCL","RedSWIR1","RededgePeakArea","SAVI","SR-BlueRedEdge1","SR-BlueRedEdge2","SR-BlueRedEdge3","SR-NIRNarrowBlue","SR-NIRNarrowGreen","SR-NIRNarrowRed","SR-NIRNarrowRedEdge1","SR-NIRNarrowRedEdge2","SR-NIRNarrowRedEdge3","STI","VARI","WBI","constant","gNDVI","sample",".geo"
"526","000000000000000004fe_0",0.104964833664718,2958.35,2107,591,927.190476190476,1256.66666666667,1657.61538461538,2101.5,2295.5,2511.83333333333,2499.8,-0.617574737931927,0.151982253439649,0.967113251291005,3,0.558315046557144,0.799151081045231,0.56755493925783,0.737817355058734,-3.14269129314063,-2.15213471801529,1.38482064132906,0.360274219736605,1.18343467477398,0.087648396059611,0.0816273677603736,-0.0816273677603736,0.168073282201625,0.333067975764009,0.20487551388765,-0.460782752580674,-0.0013068789354877,0.522748260185658,0.197455620401685,0.534923105785954,0.267621273812361,68492.3663003663,0.998806366047745,-1701.68333333333,9811.08205128205,0.496331260147814,0.356536266184046,0.281227694503926,0.257460248311915,4.22978003384095,2.69610189512609,1.98923076923077,1.50806998004548,1.18953128717583,1.08900021781747,1.40405790223066,-0.206846038863976,-0.360274219736605,0,0.458889376768176,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"527","000000000000000004ff_0",0.136961696286453,3084.375,2130,656.44,974.838709677419,1289.45454545455,1739.45,2264,2474,2741,2735.3,-0.612918443041035,0.125640931606296,1.0077409931551,3,0.653210537770599,0.864132052496279,0.621733049237114,0.756008587595291,-3.23563100795471,-2.28437410550226,1.42228865445974,0.325307734138634,1.12761854275582,0.125436255389037,0.0589447031306997,-0.0589447031306997,0.183027687882057,0.360144355475358,0.223537814282048,-0.475306230521482,0.0304961310878471,0.519690866557066,0.194761557412827,0.547620261248356,0.257618181338817,81980.3870967742,1.12570501974055,-1794.92045454545,10502.2045454545,0.538790319302224,0.377383655753255,0.289946996466431,0.2653354890865,4.16686978246298,2.80590006618134,2.12128454596729,1.57250855155365,1.20817137809187,1.10561843168957,1.44806338028169,-0.195674471394035,-0.325307734138634,0,0.474500127375465,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"528","00000000000000000500_0",0.383249202537294,2800.27777777778,1688,574.323809523809,908.5,845.666666666667,1549.25,2678.5,2929,3219,3147,-0.691333601201825,-0.0198110029169535,1.28043942630455,3,1.4883298693232,1.40100024596212,1.13024484405161,1.0743003547497,-4.57120561841592,-3.00432999811952,1.89059222204292,0.19108780072301,0.889824524238252,0.312003260648054,-0.0695635319851957,0.0695635319851957,0.247818391117603,0.583893718222076,0.350180883972107,-0.559781950333131,0.226840719111416,0.510081188771383,0.182680384731392,0.647273702201816,0.170045913066792,137390,2.80646432794639,-1954.61111111111,11149.4166666667,0.864476814558203,0.370710866240961,0.214419940087291,0.196081874197272,5.4794872645264,3.46395156851954,3.72132439889633,2.0313054703889,1.17491133096883,1.07442813246842,1.65893233280674,0.0532556797313604,-0.19108780072301,0,0.551966465294045,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"529","00000000000000000501_0",0.238988605273443,2789.5,1787.75,625.464285714286,913.444444444444,1130,1710.35714285714,2515.42857142857,2703.83333333333,3054,2993.25,-0.654316844972563,0.0315879513655526,1.14080653601493,3,0.935066738409734,1.10336917562724,0.834055834922837,0.808357915437561,-3.39288524165679,-2.49225839725231,1.58085891278625,0.287408703436209,0.931930176229851,0.261527340321165,-0.0452639685120219,0.0452639685120219,0.218854115462341,0.459847036328872,0.282019759823691,-0.539530064133083,0.169102573678925,0.506638860966498,0.179196547289491,0.599123743923971,0.221679708786538,107491.23015873,1.70265486725664,-1659.5,11052.869047619,0.677750833585935,0.365692211317603,0.248651181281236,0.231325014749782,4.78564494946611,3.27688237440701,2.64889380530973,1.75007308415118,1.18995626987733,1.10703938852247,1.56034121101944,-0.152721146500024,-0.287408703436209,0,0.532369650386445,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"530","00000000000000000502_0",0.0781602800547681,3255.25,2268,783.666666666667,1076.33333333333,1518.85714285714,1931.41666666667,2302,2436.6,2769.16666666667,2794.875,-0.56201897886709,0.146665370434176,0.929224503366304,3,0.520458365709393,0.699633061136123,0.487227952872504,0.708646852269877,-2.84954682779456,-2.12293617948159,1.26156103033179,0.319297665087999,1.16472114137484,0.0994937630281574,0.0806855435519345,-0.0806855435519345,0.178744398678314,0.291581758718913,0.178222561029659,-0.440211502622112,0.0074398249452954,0.503030069835895,0.200645353146651,0.516215940311492,0.283138706541857,69160.4166666667,0.823190995736142,-1736.39285714286,10983.7488095238,0.44365410166517,0.405747076843422,0.340428612800463,0.321623026621795,3.56640791152701,2.59666305357696,1.8401170993228,1.44705958493334,1.21410729800174,1.14703890667323,1.43529541446208,-0.244282634982388,-0.319297665087999,0,0.443929005801376,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"531","00000000000000000503_0",0.330635214598507,2829,1766.28571428571,598.285714285714,902.666666666667,1056.33333333333,1907.15384615385,3086,3349.42857142857,3601.5,3597,-0.71478189804883,-0.0388927335640139,1.28015294343101,3,1.16678891552168,1.31114370550567,1.03669398417431,0.854528242347744,-3.33446622299207,-2.55902675745338,1.75624456211719,0.27682965435865,0.786488740617181,0.341894103713955,-0.120130627478423,0.120130627478423,0.231261852208785,0.546427165706516,0.307578984115902,-0.599185938945421,0.271977860213154,0.516212594908441,0.162335521385966,0.647693552738063,0.18997092587597,142041.282051282,2.40943515304512,-1772.66666666667,12995.9157509158,0.81889481789206,0.313706057585378,0.193870937876123,0.178623219312463,6.0121776504298,3.98485967503693,3.40517513411171,1.88605654821926,1.16558651976669,1.07391452699821,1.60166612746684,-0.112930883639545,-0.27682965435865,0,0.598785095192236,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"532","00000000000000000504_0",0.213473012499756,2940.75,1919.25,765.928571428571,1102.33333333333,1293.6,1909.71428571429,2682.08333333333,2897.83333333333,3225.66666666667,3209.5,-0.614668679028317,0.0295108653022073,1.06555420296271,3,0.921119126115773,1.02581558610112,0.762902023384325,0.852143887858174,-3.58917723385432,-2.53354566081725,1.51741721524038,0.256209812231648,0.916264215609908,0.253923775895301,-0.0462045758611836,0.0462045758611836,0.210185185185185,0.427517738866188,0.256252144320911,-0.49060382008626,0.165785279629093,0.454706597687409,0.1960888952137,0.573798681276979,0.230112423509321,108906.904761905,1.49355802927232,-1647.15,11992.730952381,0.638122835065281,0.401069718731299,0.285572249717038,0.264310774059437,4.1903385246666,2.91155125491382,2.48106060606061,1.68061789347696,1.19664439956501,1.10755161902571,1.53223915592028,-0.117341170490299,-0.256209812231648,0,0.48869390437169,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"533","00000000000000000505_0",0.0540433685106901,2709,1932,653.666666666667,941.714285714286,1296,1618.66666666667,1903.33333333333,2061.66666666667,2234.5,2293.5,-0.556410111406436,0.162020358325878,0.895765139116203,3,0.459238598551576,0.63780263344188,0.438887745749079,0.72663139329806,-3.04551209904333,-2.13644214162349,1.27368204283361,0.329458027013165,1.18116415958143,0.0726029041161646,0.0959846262769293,-0.0959846262769293,0.167420814479638,0.265826370202521,0.159825251957265,-0.407020936874536,-0.00747436120285071,0.484093132459401,0.210570027630927,0.49964063822651,0.289789334142563,53965.4761904762,0.724151234567901,-1413,9173.16666666667,0.416782729805014,0.403830313014827,0.343432574430823,0.317057396928052,3.5086690464049,2.4354520631068,1.76967592592593,1.41690691927512,1.20499124343257,1.11244947453517,1.40217391304348,-0.223658499924846,-0.329458027013165,0,0.417834985538604,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"534","00000000000000000506_0",0.191516745474385,2770.5,1821.66666666667,690.5,1014.16666666667,1204,1705.75,2385.25,2646.5,2858.33333333333,2948.66666666667,-0.620517517746737,0.0565795303500221,1.08410184135543,3,0.843258856511766,0.977128794093519,0.719408817867663,0.842331118493909,-3.82672611157971,-2.60674710662398,1.55151692803752,0.271047769860121,0.939577210038435,0.221509971509972,-0.0156041808545288,0.0156041808545288,0.206619968787428,0.407237219988512,0.252533367415874,-0.476221217990101,0.133965889507359,0.464065527567377,0.199776749072524,0.563051971502676,0.237171279424801,104946.666666667,1.37403100775194,-1566.5,10890.1666666667,0.630121593964445,0.404807269529532,0.289487475107431,0.260910636689968,4.27033550567222,2.90747740345111,2.44905869324474,1.72866285602619,1.23620864339867,1.11417595566471,1.52086001829826,-0.124263582806022,-0.271047769860121,0,0.488160827690625,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"535","00000000000000000507_0",0.251697081900732,2315.5,1514.5,656.5,953.5,1061,1615.5,2134,2299,2893,2514,-0.5858697366346,-0.0249783424776206,0.978590891397431,3,1.05621216488902,1.11170670037927,0.84184986398059,0.898680490103676,-3.47280966767372,-2.39728884254432,1.42308882698855,0.23551673944687,0.921042163882259,0.312762336925695,-0.110876451953537,0.110876451953537,0.209138381201044,0.463328275164391,0.28335366529888,-0.504224619784219,0.16979580649582,0.416641174671153,0.19429444727458,0.589505858380031,0.21619969434539,74245,1.72667295004713,-1254.5,9623.5,0.609565095790799,0.406375735066543,0.307638238050609,0.285558938668987,3.82939832444783,2.63660199265863,2.36946277097078,1.55617455896007,1.17806935332709,1.09351892127012,1.52888742159128,-0.079160530191458,-0.23551673944687,0,0.450036049026676,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"536","00000000000000000508_0",0.20811170212766,2836.5,1716.5,705,1012,1191,1728,2486.5,2681.5,2929,2951,-0.614332603938731,0.0513606996019056,1.07700729927007,3,0.907382270021928,1.01218150934239,0.75063920945339,0.849706129303107,-3.74511173184358,-2.62121212121212,1.55179398148148,0.256329113924051,0.961199593358184,0.261005273920999,-0.0160437082646778,0.0160437082646778,0.245991653854601,0.421844660194175,0.257891346360318,-0.486424765287998,0.183202474423031,0.47408081070547,0.197194076383476,0.570732657833203,0.23207326578332,102910,1.4592779177162,-1645.5,11038,0.637296318648159,0.407986111111111,0.283531067765936,0.262912548946485,4.18581560283688,2.91600790513834,2.47774979009236,1.70775462962963,1.18680876734366,1.10050344956181,1.65249053306146,-0.119492656875834,-0.256329113924051,0,0.489275801160737,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"537","00000000000000000509_0",0.136389360498019,3074,2053,912,1232,1526,2075,2662,2851,3104,3135,-0.549295774647887,0.0677808727948004,0.947989114000605,3,0.727725511898174,0.817793133232563,0.582941750155156,0.807339449541284,-3.38196915776987,-2.45141874462597,1.37397590361446,0.251845775225595,0.980542264752791,0.203800659298042,-0.00485594043379735,0.00485594043379735,0.199141798322606,0.340820734341253,0.198687005213362,-0.431734317343173,0.129162248144221,0.427775197398978,0.210167178437393,0.529512111907199,0.260320709655408,86970,1.03407601572739,-1548,12249,0.517751796631985,0.439518072289157,0.342599549211119,0.319887758681164,3.4375,2.54464285714286,2.05439056356488,1.51084337349398,1.17768595041322,1.0996141704665,1.4973209936678,-0.159263271939328,-0.251845775225595,0,0.435768261964736,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"538","0000000000000000050a_0",0.0708151485287907,3363,2317,866,1220,1650,2030,2507,2690,2937,2935,-0.544330439358064,0.137250453720508,0.903076923076923,3,0.507252088916916,0.673234524847428,0.466439547694984,0.739393939393939,-3.32098765432099,-2.31099656357388,1.32512315270936,0.311605723370429,1.1458262350937,0.118005329272935,0.0676190476190476,-0.0676190476190476,0.184154929577465,0.280575539568345,0.182605194282263,-0.41303824873707,0.0393864013266998,0.467597643464979,0.210091269157913,0.505768899603926,0.284139831238161,73350,0.78,-1713,11812,0.420346745175008,0.426600985221675,0.345432788193059,0.321933085501859,3.3891454965358,2.40573770491803,1.77878787878788,1.44581280788177,1.17072197846031,1.0910780669145,1.45144583513164,-0.214570858283433,-0.311605723370429,0,0.412755716004813,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"539","0000000000000000050b_0",0.0971128608923885,2458,1673,708,1026,1204,1513,1797,1971,2218,2153,-0.505068157986718,0.111718275652702,0.847971642378889,3,0.613355915799661,0.710955302366345,0.496222056923619,0.852159468438538,-4.04722792607803,-2.44844720496894,1.30270984798414,0.259414225941423,1.14166279609847,0.140066820868671,0.0513259195893926,-0.0513259195893926,0.190026627935125,0.296317942723553,0.188957384079335,-0.367447595561036,0.0357348703170029,0.411021814006889,0.230665467625899,0.498651079136691,0.27068345323741,52730,0.8421926910299,-1254,8638,0.42397617274758,0.467944481163252,0.393989983305509,0.359208523592085,3.0409604519774,2.09844054580897,1.78820598006645,1.42300066093853,1.19810795770729,1.09233891425672,1.46921697549313,-0.116951379763469,-0.259414225941423,0,0.354513998112614,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"540","0000000000000000050c_0",0.0795912047073397,2731,1906,781,1130,1486,1775,2265,2426,2705,2685,-0.54933641084824,0.0948980916526029,0.924268502581756,3,0.52866684014225,0.697900763358779,0.485858682481985,0.76043068640646,-3.76124031007752,-2.44064386317907,1.36676056338028,0.310983678870754,1.0171322160149,0.173281283886359,0.00478292862398823,-0.00478292862398823,0.177916756523614,0.290861369601527,0.207589285714286,-0.410691003911343,0.0860704866938384,0.414659414659415,0.212366096598384,0.508363089644804,0.279270813756813,75450,0.820323014804845,-1245,10637,0.431139877741819,0.44,0.344812362030905,0.321929101401484,3.43790012804097,2.37610619469027,1.80686406460296,1.51267605633803,1.18543046357616,1.10676009892828,1.43284365162644,-0.194005449591281,-0.310983678870754,0,0.407601572739187,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"541","0000000000000000050d_0",0.0809505742765495,2749.75,1899.41666666667,428.666666666667,663.428571428571,1110.25,1431,1753.83333333333,1955.5,2183,2268,-0.682076637824475,0.192892093741952,1.0828729281768,3,0.47631205043957,0.781543598694695,0.553123582064926,0.597548814617042,-2.54764563558533,-1.95094778849352,1.36652690426275,0.442898142632805,1.21241181657848,0.0694645736798057,0.11489534235467,-0.11489534235467,0.182900161319233,0.325742048128748,0.208079690094079,-0.533851944792974,-0.0398503615502178,0.611254695560276,0.167673102439817,0.551725382942042,0.280601514618141,67654.2857142857,0.966223823463184,-1639.5,8518.58333333333,0.513984461709212,0.299557419054274,0.244416991352276,0.219210773033325,5.29082426127527,3.41860465116279,2.04278315694663,1.58490566037736,1.29316734771453,1.15980567629762,1.44768130566402,-0.332206300174366,-0.442898142632805,0,0.547368421052632,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"542","0000000000000000050e_0",0.0340257423219065,2760,1955,588,794,1263.33333333333,1519.75,1811.25,1935.5,2116.66666666667,2188.33333333333,-0.576419738263897,0.195996829171621,0.945795065730236,3,0.403454579839879,0.605737947352854,0.41426629555311,0.628496042216359,-2.66689631415777,-2.07727394687416,1.27356473104129,0.36478213899892,1.26123381568926,0.0397052803929594,0.131920710868079,-0.131920710868079,0.170731707317073,0.252465483234714,0.164149689483695,-0.454420522217132,-0.0381679389312977,0.553179516038267,0.190225203641591,0.507107490816163,0.302667305542246,52915,0.675461741424802,-1496.66666666667,8718.16666666667,0.401921498575774,0.386905741075835,0.32463768115942,0.30379746835443,3.72165532879819,2.75608732157851,1.73218997361478,1.43992981301749,1.20818955601564,1.13062946697666,1.41176470588235,-0.319419237749546,-0.36478213899892,0,0.467531015983011,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"543","0000000000000000050f_0",0.154326923076923,2885.5,2028,690,950.666666666667,1172.66666666667,1617.42857142857,2094.6,2317.75,2511.33333333333,2546.5,-0.5736134713425,0.118029249030007,0.99159095123308,3,0.765243902439024,0.871858887381275,0.62827749339808,0.810687890847072,-3.47612841022711,-2.49911429451633,1.43298445504328,0.259126700071582,1.1331238955429,0.106476721985607,0.0693307803959111,-0.0693307803959111,0.174519181845935,0.363373145132103,0.216506735560066,-0.450799152705565,0.016154853733081,0.504366337924143,0.20512082853855,0.541858457997698,0.253020713463751,76948.8095238095,1.14155770324048,-1712.83333333333,9748.94523809524,0.554014696657407,0.426603073661897,0.329418504726439,0.297702513213246,3.69057971014493,2.67864656381487,2.17154633314383,1.57441264794206,1.21574524968968,1.09869485492396,1.42283037475345,-0.154883720930233,-0.259126700071582,0,0.456321784301578,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"544","00000000000000000510_0",0.209986439027783,2794.66666666667,1829,623.8,897.583333333333,1136,1633.25,2284.66666666667,2531,2856,2884.75,-0.644411509027946,0.0608418723067373,1.13984194929206,3,0.860947041745921,1.03380916604057,0.770140058029158,0.79012617370892,-3.4404168554599,-2.50730595869038,1.54967090157661,0.291055801795659,0.968772568391253,0.219210245464248,-0.0108541764983482,0.0108541764983482,0.208853002667436,0.430861723446894,0.272372890794676,-0.521745887263282,0.110768981443967,0.513801430925136,0.183570515551768,0.584098849595228,0.232330634853004,105278.333333333,1.51408450704225,-1658.66666666667,10469.6666666667,0.652315822194591,0.381937853972141,0.273037642252699,0.246463848281312,4.62447899967938,3.21390771516108,2.5393926056338,1.76626358487678,1.26265684271958,1.13976689055709,1.52797521414252,-0.169115821580148,-0.291055801795659,0,0.525381158015334,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"545","00000000000000000511_0",-0.0337784760408484,2203,1652,309,511,987,1169,1282,1386,1536,1511,-0.66043956043956,0.267130089374379,0.899404761904762,3,0.266945443936594,0.52202852614897,0.35140048133545,0.517730496453901,-2.1063829787234,-1.61162790697674,1.18562874251497,0.523148148148148,1.45797485109199,-0.0363864491844417,0.17838994383525,-0.17838994383525,0.142931258106355,0.217598097502973,0.135674676524954,-0.500732779677577,-0.126107702794819,0.62343404568902,0.168424522083059,0.506262359920897,0.325313117996045,24200,0.556231003039514,-1216,6335,0.314588753251951,0.264328485885372,0.241029641185647,0.222943722943723,4.88996763754045,2.95694716242661,1.53090172239108,1.29255774165954,1.1786271450858,1.09018759018759,1.33353510895884,-0.400336417157275,-0.523148148148148,0,0.494559841740851,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"546","00000000000000000512_0",0.0283956460009465,2620,2035,463,672,1026.5,1220,1396.5,1522.5,1710,1782.5,-0.587619683812069,0.253200446773778,0.942124735729387,3,0.388573052870949,0.599232876712329,0.409320653475782,0.654651729176814,-2.77828467153285,-2.0112285336856,1.24795081967213,0.378314870762001,1.46984572230014,-0.0867823765020027,0.210161662817552,-0.210161662817552,0.125671321160043,0.249771606066143,0.167235494880546,-0.435768261964736,-0.186070231677109,0.591737545565006,0.197154173390054,0.501686959072906,0.30115886753704,45145,0.665854846566001,-1593.5,6948,0.403630539241858,0.379508196721311,0.331543143573219,0.304105090311987,3.84989200863931,2.65252976190476,1.73648319532392,1.46106557377049,1.27640529896169,1.17077175697865,1.28746928746929,-0.286928369081344,-0.378314870762001,0,0.452434304338969,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"547","00000000000000000513_0",-0.0228571428571429,2474,1865,404,593,1074,1280,1424,1547,1648,1692,-0.614503816793893,0.267142857142857,0.903363587827016,3,0.283428797155836,0.505912596401028,0.339516396157668,0.552141527001862,-2.25181950509461,-1.76598173515982,1.20859375,0.453315290933694,1.46217494089835,-0.0617705664674068,0.200388161086851,-0.200388161086851,0.140354920488592,0.210874357090375,0.12568306010929,-0.470771976796073,-0.134083307996351,0.613302901858494,0.178883861236802,0.497134238310709,0.323981900452489,30210,0.534450651769087,-1400,7017,0.335080426531719,0.315625,0.283707865168539,0.261150614091791,4.18811881188119,2.85328836424958,1.57541899441341,1.321875,1.18820224719101,1.09372979961215,1.32654155495979,-0.380839271575614,-0.453315290933694,0,0.480962800875274,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"548","00000000000000000514_0",0.0215670215670216,2555,1842.75,520.75,721.5,1120,1340.33333333333,1512,1635.66666666667,1818,1898.33333333333,-0.56946501774088,0.222199127000624,0.920701640934444,3,0.37661531820757,0.56998979244641,0.387175504770357,0.644196428571429,-2.64314570428225,-1.99572953736655,1.2203431982094,0.365229315861649,1.3459174714662,-0.00676090964966195,0.16853418705694,-0.16853418705694,0.161957819339435,0.237576582709326,0.151240105540897,-0.431777909037212,-0.0985915492957746,0.55959102701053,0.197158081705151,0.49678917884957,0.306052739445279,44031.6666666667,0.623214285714286,-1435,7506.33333333333,0.386738806382157,0.388522755533449,0.344411375661376,0.318371713878133,3.64538326132181,2.63109263109263,1.69494047619048,1.41631434966426,1.2555114638448,1.16058691664968,1.38651471984805,-0.301722506151808,-0.365229315861649,0,0.449201603155417,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"549","00000000000000000515_0",0.0426924275475226,2692.5,1994,548.5,781.333333333333,1152,1372,1569,1717.75,1961,1977,-0.565630568204316,0.210103871576959,0.918111455108359,3,0.424872643243527,0.623506743737958,0.427879326394178,0.678240740740741,-2.9081546275395,-2.08591378263509,1.25200437317784,0.354895618935607,1.36191198786039,-0.00834386852085967,0.157193510261094,-0.157193510261094,0.149045129627654,0.259877931256023,0.176717671767177,-0.43016895587699,-0.119281504350267,0.550160725423403,0.200633398955748,0.503552169819396,0.295814431224857,48543.3333333333,0.702256944444444,-1540.5,7787.75,0.395430579964851,0.399781341107872,0.349585723390695,0.319313054868287,3.60437556973564,2.53029010238908,1.71614583333333,1.44096209912536,1.26003824091778,1.15092417406491,1.35030090270812,-0.267661571789626,-0.354895618935607,0,0.433474320241692,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"550","00000000000000000516_0",0.0406298894665119,3680,2632.5,872.375,1183.84615384615,1566,1823.55555555556,2086.33333333333,2265.42857142857,2524.90909090909,2547.1,-0.489760855102026,0.213890448311813,0.846943722894511,3,0.445664562209986,0.562422518939815,0.381469576463168,0.755968169761273,-3.5413401231481,-2.3817019368162,1.24231398628181,0.284461988004306,1.44478033842409,-0.0208614261917982,0.18615758783368,-0.18615758783368,0.165940594059406,0.2344,0.161287625029617,-0.361593809394515,-0.115741885353018,0.513205756761031,0.224436224794177,0.478677962057034,0.296885813148789,58721.905982906,0.612330198537095,-2114,10288.4174603175,0.357752333722287,0.478392334876919,0.418137881450711,0.385081662252491,2.91973062043273,2.15154645873944,1.6265006385696,1.39677674872045,1.22084997603451,1.12433472064573,1.39791073124406,-0.203547119949605,-0.284461988004306,0,0.365390919605874,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"551","00000000000000000517_0",0.223275179442642,2921,2009.6,551,847.571428571429,1013.6,1485.375,2137.66666666667,2318.125,2641.66666666667,2573.75,-0.647331786542923,0.10409787763425,1.10321864594895,3,0.88640537774132,1.06867478666764,0.801954824404699,0.836199120532191,-3.63454377467312,-2.4809364548495,1.56063283682572,0.295666624057267,1.13491986401166,0.135891298427668,0.050215723873442,-0.050215723873442,0.184845657729282,0.445402980174725,0.280174459106099,-0.51417965444769,0.0308797762381649,0.550189537528431,0.188230491668747,0.586667033278483,0.225102475052771,91575.7142857143,1.60622204682978,-1907.4,9528.51666666667,0.652263890630879,0.370950096776908,0.257757679713083,0.237692100296576,4.67105263157895,3.03661722568684,2.53921665351223,1.73272742573424,1.20399968813348,1.11027231059585,1.45352308917197,-0.126722784368458,-0.295666624057267,0,0.504535632639853,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"552","00000000000000000518_0",0.183664130869988,3003,2010,675,914.666666666667,1189.33333333333,1652.66666666667,2307,2555.25,2774,2808,-0.612403100775194,0.0972779619612633,1.09374188522462,3,0.817091196590011,0.959354241991087,0.703745810684383,0.769058295964126,-3.46239837398374,-2.6136208660075,1.54613755546591,0.275880564991954,1.06944444444444,0.159698996655518,0.039639951531937,-0.039639951531937,0.198084979054458,0.399831791421363,0.253313253012048,-0.504066510030725,0.0687977762334955,0.533055390113163,0.187508541752084,0.568675686756868,0.243815771491048,96600,1.33239910313901,-1813.66666666667,10512.25,0.607328969858673,0.40843081887858,0.2925877763329,0.264162019371881,4.16,3.06997084548105,2.3609865470852,1.69907220653489,1.21716514954486,1.09891400058703,1.49402985074627,-0.192209003965477,-0.275880564991954,0,0.508595988538682,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"553","00000000000000000519_0",0.15257387102769,3006,2067,618,863.125,1140,1463.2,2035.8,2223,2483,2479.25,-0.600936314472516,0.144197599006485,1.06573673068037,3,0.716037534655577,0.889403973509934,0.643199233716475,0.757127192982456,-3.70453693288339,-2.63014671083767,1.51927282668125,0.296928327645051,1.21246344660684,0.0914285714285714,0.0952814720349791,-0.0952814720349791,0.185097575399172,0.370687275738338,0.258425827378237,-0.484104748029437,-0.0076045627376426,0.55383969243692,0.19239878514308,0.553484354537602,0.254116860319318,85443.75,1.1780701754386,-1866,9341.25,0.554976172387596,0.422361946418808,0.303566165635131,0.278002699055331,4.01173139158576,2.8724112961622,2.17478070175439,1.6944026790596,1.21782591610178,1.11527215474584,1.45428156748911,-0.199891706524682,-0.296928327645051,0,0.483525935898874,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"554","0000000000000000051a_0",0.186933884886955,2511,1641.5,636,931,1140,1573,2195,2408.66666666667,2692.4,2641,-0.61184009765029,0.046221738258303,1.0547124600639,3,0.814754167191502,0.971920488339333,0.714811949755037,0.816666666666667,-3.75181723779855,-2.57061543934543,1.53125662216571,0.283783783783784,0.95077622112836,0.242483675211703,-0.034861821116962,0.034861821116962,0.209391932570741,0.405072539400898,0.262437286069302,-0.486118010708175,0.144272123028802,0.459035444509006,0.195448629130453,0.565226518873074,0.239324851996473,89700,1.36175438596491,-1371,9957.66666666667,0.595398651328838,0.404322949777495,0.289749430523918,0.264046498754498,4.15251572327044,2.83673469387755,2.31666666666667,1.67895740623013,1.20318906605923,1.09645723775256,1.5296984465428,-0.145644599303136,-0.283783783783784,0,0.478723404255319,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
"555","0000000000000000051b_0",0.310171198388721,2057.5,1225.33333333333,550.5,915.4,856.25,1507.5,2154.5,2344.5,2702,2594.5,-0.649920508744038,-0.0549361443340766,1.07082421891122,3,1.24318044049303,1.24458804523425,0.969813997477932,1.0690802919708,-3.9596351967573,-2.44984326018809,1.55522388059701,0.217344944019904,0.793023703989208,0.375997283992531,-0.135413383758798,0.135413383758798,0.25349037924557,0.518724091899108,0.28376291721107,-0.493890639685962,0.274914936633956,0.384170338726496,0.204620388273557,0.603981089267153,0.191398522459289,91909,2.1556204379562,-1201.25,9457.25,0.755487142339732,0.365174129353234,0.255511719656533,0.234804862444018,4.71298819255223,2.83428009613284,3.03007299270073,1.72106135986733,1.20422371779995,1.10663254425251,1.67913492927095,0.0484379478360562,-0.217344944019904,0,0.478389697712185,"train","{""""type"""":""""MultiPoint"""",""""coordinates"""":[]}"
