system:index,Class,pc1,pc2,.geo
00000000000000000903_0,5,-0.7104463238047123,-0.8444699889917069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000904_0,5,-0.5839955579799648,-1.9488137919832416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000905_0,5,-0.708498565998786,-0.7745157869324858,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000906_0,5,-0.7093357920232377,-0.8321464228117743,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000907_0,5,-0.7101949845039794,-0.847405461858378,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000908_0,5,-0.7099256247838476,-0.8494939338762403,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000909_0,5,-0.6377733840655877,-1.8091788418012158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090a_0,5,-0.7092834672581583,-0.8618549058977242,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090b_0,5,-0.7104340088770327,-0.8450680203657469,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090c_0,5,-0.7101923799855379,-0.8439128612943086,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090d_0,5,-0.7063960756878026,-0.7953118202004817,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090e_0,5,-0.7093924808837456,-0.8510562735269089,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090f_0,5,-0.7074099137570098,-0.8682865947593476,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000910_0,5,-0.6848443602849583,0.07604268653053745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000911_0,5,-0.7072018996574352,-0.798996816003181,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000912_0,5,-0.7104502070138144,-0.8446913521867044,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000913_0,5,-0.708430212324313,-0.8593862842897072,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000914_0,5,-0.6907606606392781,-1.1479451936456997,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000915_0,5,-0.6989989458778909,-0.9963221816081566,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000916_0,5,-0.7087966958710258,-0.869011237270119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000917_0,5,-0.7009164198200946,-0.9508973375752456,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000918_0,5,-0.7103118105492627,-0.8469355313629563,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000919_0,5,-0.6738100557522387,-0.9858083391973123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091a_0,5,-0.698477875876404,-0.9943504090389881,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091b_0,5,-0.7091440749075505,-0.8621601897891062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091c_0,5,-0.7045937510834479,-0.9256342436484244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091d_0,5,-0.6958599141988345,-0.9403215098733638,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091e_0,5,-0.7071020100233772,-0.8759914980106933,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091f_0,5,-0.6609136682980002,-1.5848722438419263,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000920_0,5,-0.6904875085315131,-1.1454933090619779,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000921_0,5,-0.7082598767289373,-0.8772933998720404,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000922_0,5,-0.7096526110589008,-0.8529238372233469,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000923_0,5,-0.6802277028383166,-1.2673019500744753,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000924_0,5,-0.7101983882185761,-0.8343324497773774,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000925_0,5,-0.6818314867730826,-1.274884660098528,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000926_0,5,-0.6967351180174597,-0.9835276174456626,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000927_0,5,-0.7048647438334109,-0.7634391773429406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000928_0,5,-0.680906626079469,-1.294244184231764,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000929_0,5,-0.6607203524380052,-1.2992319986119554,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092a_0,5,-0.6984483197771802,-0.9887778749457303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092b_0,5,-0.7035358282467185,-0.8761806609593459,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092c_0,5,-0.6918368351811938,-1.0532993688828511,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092d_0,5,-0.3257485181890531,-6.472787171637599,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092e_0,5,-0.6540207329361997,-1.625006405978133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092f_0,5,-0.7082307903917767,-0.8543991592144545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000930_0,5,-0.7071089352239651,-0.895061146627015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000931_0,5,-0.6754108556834407,-1.3087551585782555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000932_0,5,-0.7063810525545584,-0.9054446241378173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000933_0,5,-0.7059839551835154,-0.9024555812559109,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000934_0,5,-0.7052857424375183,-0.8544394415026885,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000935_0,5,-0.7102741578071968,-0.8469423372075015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000936_0,5,-0.7034749856210314,-0.8890186976466928,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000937_0,5,-0.6968932573915291,-1.0452881120805828,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000938_0,5,-0.7086839517695593,-0.8702221341266174,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000939_0,5,-0.7035937683990868,-0.941762244721757,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093a_0,5,-0.7096175508408584,-0.8482012366744419,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093b_0,5,-0.67007883982701,-0.8713878364701931,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093c_0,5,-0.6699004581046273,-1.2165681878992927,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093d_0,5,-0.7009441655058961,-0.9480133060271411,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093e_0,5,-0.6973145676090537,-1.044181352784312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093f_0,5,-0.7069870489233984,-0.8767639832048086,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000940_0,5,-0.589293407045629,-2.3598238899991277,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000941_0,5,-0.6472693158576651,-1.6133347500189585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000942_0,5,-0.6939414647024996,-1.080851934694915,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000943_0,5,-0.7087169145321429,-0.8691545882272751,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000944_0,5,-0.7068616028633925,-0.8796432582024977,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000945_0,5,-0.597440940111937,-2.5176745124403777,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000946_0,5,-0.7071705572443516,-0.8420380911692452,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000947_0,5,-0.7047139641291197,-0.9269042467123478,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000948_0,5,-0.7102614509905707,-0.845238703305275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000995_0,6,-0.3920483113808091,4.2317885849811345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000996_0,6,4.4438471625314255,213.3655992475183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000997_0,6,-0.691279354640574,-0.4291772955614148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000998_0,6,-0.6857205492591678,-0.3832851273740695,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000999_0,6,-0.595407278526934,1.507804758404086,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099a_0,6,-0.2941882739704107,11.845830787434624,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099b_0,6,-0.47974454969858976,0.2198619045966643,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099c_0,6,-0.6024642335058475,3.4044928499298113,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099d_0,6,0.6750831512817104,27.15737939020567,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099e_0,6,1.1006775180886417,63.74834091637729,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099f_0,6,-0.6984252975840712,-0.3354964636234395,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a0_0,6,-0.7104302594667605,-0.8438153409092995,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a1_0,6,-0.576370219458417,-1.5114989180343434,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a2_0,6,-0.6635846484260277,-0.9357635339215032,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a3_0,6,-0.6929836938619593,-0.06088853502763623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a4_0,6,2.3812237244408535E-5,-11.92757847193108,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a5_0,6,1.4352924815803514,-32.060398562819486,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a6_0,6,-0.6952645819544832,-0.4694765391871466,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a7_0,6,-0.7103658052245636,-0.8455699517798292,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a8_0,6,6.523459684874618,-103.7164895645174,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a9_0,6,-0.7104776589625976,-0.8444399807848935,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009aa_0,6,-0.7104811314162288,-0.8444493875662191,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ab_0,6,-0.6469836885065172,-1.9002428792134427,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ac_0,6,-0.6961360296788598,-1.0585561374586177,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ad_0,6,-0.5695201940232933,-0.8092039595064398,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ae_0,6,-0.657197414200041,0.2841416338360123,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009af_0,6,-0.6845020060918059,-1.1316263110339642,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b0_0,6,-0.6288136744448894,2.9660625179539606,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b1_0,6,-0.7030317677551258,-0.5794725753346416,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b2_0,6,2.1379547914323953,-32.1423411540049,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b3_0,6,-0.7069707771060825,-0.8325463168719147,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b4_0,6,-0.684601568149022,-0.6419418534105724,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b5_0,6,0.4569210635397818,2.981779178634403,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b6_0,6,-0.627271274782478,3.3998393199539527,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b7_0,6,-0.677850795981072,-1.2040130971231888,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b8_0,6,-0.7021362425350899,-0.7691964918120404,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b9_0,6,-0.7099658161728396,-0.8491649301954873,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ba_0,6,-0.6930229002511715,-0.7221167301414749,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009bb_0,6,-0.7100629613906597,-0.8480510701343261,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009bc_0,6,0.3807207024831204,-7.673502880592316,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009bd_0,6,-0.7067882104088239,-0.8782038313182428,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009be_0,6,-0.7077976542947595,-0.8534454770969224,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009bf_0,6,-0.663763765546287,-1.5190428879373234,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_0,0,-0.7081512843422112,-0.8163514734341029,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_0,0,-0.7104841540246216,-0.8444006095575418,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_0,0,-0.7104841490043686,-0.8444003937821596,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,0,-0.7104841612133875,-0.8444004957666733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_0,0,-0.7104841615363661,-0.8444004973551187,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,0,-0.7104828705289388,-0.8444266813115964,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_0,0,-0.7104841624590122,-0.8444005209660992,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_0,0,-0.7104841616499802,-0.8444005431945362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_0,0,-0.7104838081264475,-0.8444058179435293,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_0,0,-0.7104841616786135,-0.844400516408989,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_0,0,-0.7104841534061701,-0.8444004009832531,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_0,0,-0.7104841310213064,-0.8444004288726966,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0,0,-0.7104841516130707,-0.8444003462949383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_0,0,-0.7104841466706012,-0.8444007134372316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_0,0,-0.7104841331440146,-0.8444000156329761,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,0,-0.710484163026438,-0.8444005179576738,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_0,0,-0.7053893444938018,-0.6155297306480928,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_0,0,-0.7104841600409387,-0.8444005238179928,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,0,-0.7104841416897829,-0.8444006905148883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,0,-0.7104722893625849,-0.8445018929506705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_0,0,-0.6903576049808224,-0.914538862290777,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_0,0,-0.6973679290161773,-0.7491392023017636,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_0,0,-0.7104841624003013,-0.8444005232982325,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,0,0.5740529009140185,-7.103287035352763,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,0,-0.7104841046654125,-0.844399044307762,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_0,0,0.14405538403320234,-0.0581258336421915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_0,0,-0.7104716545827028,-0.844444919865686,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0,0,-0.7104841615020002,-0.8444005200163733,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0,0,-0.710484161910629,-0.8444005340503418,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_0,0,-0.7104841626664106,-0.8444005124993219,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,0,-0.7104841626487213,-0.8444005078391563,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_0,0,-0.7104841603221412,-0.8444005568327251,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_0,0,-0.7104841615891933,-0.8444005107728155,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_0,0,-0.7104841539522625,-0.8444005897672727,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_0,0,-0.7104841602450207,-0.8444005075914409,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_0,0,-0.7104841620920881,-0.8444005098784557,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_0,0,-0.7104841618968563,-0.8444005003158358,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_0,0,-0.7104839414524025,-0.8443896679133192,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_0,0,-0.7104841628275875,-0.844400507637923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,0,-0.7104841599824051,-0.8444004275596129,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_0,0,-0.7104841596274482,-0.8444005364670945,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_0,0,-0.7104841630417468,-0.844400516004555,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,0,-0.7104841563948953,-0.844400214031165,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_0,0,-0.7104835058544638,-0.8443894620154943,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,0,-0.5177036606955218,-3.0921305894459485,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_0,0,-0.7104841518381192,-0.8444006577247616,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_0,0,-0.7104841521206373,-0.8444003590640212,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_0,0,-0.5296144001547193,1.6638327018281416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030_0,0,-0.7104841451921252,-0.8444003694815844,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031_0,0,-0.7104815635553421,-0.8444403930852885,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032_0,0,-0.7104841626470815,-0.844400516591566,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_0,0,-0.6912846333258991,-0.6760410982774895,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_0,0,-0.7098754266945343,-0.8439344750593353,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0,0,-0.7104073051535424,-0.8414916202226336,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_0,0,-0.7104811739025736,-0.8442700866007252,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_0,0,-0.7104841625479945,-0.8444005242081244,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,0,-0.7104835504215634,-0.844409916323581,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,0,-0.7104841630563288,-0.8444005128086851,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_0,0,-0.7104841627133114,-0.84440052079168,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_0,0,-0.7104841527513719,-0.8444006165356868,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_0,0,-0.7104841627620226,-0.8444005156587453,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_0,0,-0.7104841627608277,-0.8444005179497746,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_0,0,-0.7104841602337694,-0.8444004686396392,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_0,0,-0.7104839664600772,-0.8443985862717791,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_0,0,-0.5959814993359172,-1.2690840532299017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_0,0,-0.7096919709135059,-0.8103871308929116,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_0,0,-0.7104840059273566,-0.8443999332879474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_0,0,-0.28463532953890625,5.708403557708224,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_0,0,-0.7104824143100374,-0.8443698440266512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,0,-0.6409024066594513,-0.6982988357675769,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_0,0,6.627787146430684,-24.469641367737992,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,0,1.5702861068859102,35.29877801658584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_0,0,-0.710415495922425,-0.8411122265350182,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_0,0,-0.46415646981317826,-1.0918127835026499,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_0,0,-0.34061572434907916,-2.5770529582888546,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b_0,0,-0.7104840747324125,-0.8443998371675813,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,0,-0.7074370631834115,-0.7464572042120149,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d_0,0,0.020612846372738636,-6.924220385664001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e_0,0,0.5535046578455951,-16.56520379266681,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_0,0,-0.7104841494918206,-0.8444004714568017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050_0,0,-0.7104813733775591,-0.8444090560653409,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051_0,0,0.315322781748757,0.47436058898713584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052_0,0,-0.6824374697475707,-0.11046568713573159,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053_0,0,-0.6241812149121281,-0.25847602900545946,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054_0,0,-0.7104830665856434,-0.8443565490757037,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055_0,0,0.5259660641458748,-7.8053889653866015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_0,0,-0.7104841457370823,-0.844400358905145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057_0,0,-0.7104840960565839,-0.844398387139496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058_0,0,-0.7104841027373962,-0.8443995805179895,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059_0,0,-0.7104841631263827,-0.8444005143724046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a_0,0,-0.7104841626912132,-0.8444005199890411,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b_0,0,-0.7104841555483387,-0.8444004910070376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c_0,0,-0.7104841622657389,-0.8444005040828363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d_0,0,-0.7104841032323457,-0.844398494687726,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e_0,0,-0.7104839939742045,-0.8444011355285841,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_0,0,-0.7104841620539629,-0.8444005134255542,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060_0,0,-0.710484161359854,-0.8444005200917637,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_0,0,1.0183905083925155,-14.505336486262532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062_0,0,-0.6687712428722576,-0.736530094817091,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_0,0,-0.6139505415679762,1.0222868589776646,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064_0,0,-0.6302962359489264,-1.1118397746310096,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_0,0,-0.7104823426422124,-0.8443243544862504,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066_0,0,-0.7104841628284394,-0.84440050776179,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067_0,0,-0.7104841624999645,-0.8444005271970216,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068_0,0,-0.710484162059062,-0.8444005309839121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_0,0,-0.7103371761589126,-0.8465651525300358,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,0,-0.7104841480091766,-0.8444003002969096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b_0,0,-0.7104841630098448,-0.844400513230283,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c_0,0,-0.710484158367498,-0.844400542578906,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d_0,0,-0.7104839420122671,-0.8443947786373357,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_0,0,-0.7104840165484906,-0.8443958846099732,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f_0,0,-0.7104841144977392,-0.8443995258601801,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_0,0,-0.710484157232541,-0.8444004791409253,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_0,0,-0.710484159566337,-0.8444005286161637,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072_0,0,-0.710484162588483,-0.8444005271801468,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_0,0,-0.7104841617893681,-0.844400536461543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074_0,0,-0.7104841624782783,-0.8444005186072966,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_0,0,-0.7104840178284499,-0.8444016812831345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076_0,0,-0.7104833259610966,-0.8443643087131263,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_0,0,-0.7104840518342371,-0.844402158649564,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078_0,0,-0.710484154407085,-0.8444005495595591,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079_0,0,-0.7104840184135,-0.8444014167537208,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a_0,0,-0.661989613204513,-0.7949483698531439,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_0,0,-0.7104840425705454,-0.8443965220725056,"{""type"":""MultiPoint"",""coordinates"":[]}"
